SMILES,UMAP_1,UMAP_2,UMAP_3
CC(C)(C)c1ccc2occ(CC(=O)Nc3ccccc3F)c2c1,6.340418,11.108646,12.735639
CCOC(=O)[C@@H]1CCCN(C(=O)c2nc(-c3ccc(C)cc3)n3c2CCCCC3)C1,7.7074585,11.588925,12.217811
COc1ccc(C(=O)N(C)[C@@H](C)C/C(N)=N/O)cc1O,5.2323675,11.834453,12.246259
C[C@@H]1CN(C(=O)c2cc(Br)cn2C)CC[C@H]1[NH3+],4.936806,11.519697,12.69654
CC(C)Cc1nc(SCC(=O)NC[C@@H]2CCCO2)c2c(=O)n(C)c(=O)n(C)c2n1,7.5050406,10.996185,12.101449
CCCCC(=O)NC(=S)Nc1ccccc1C(=O)N1CCOCC1,6.3216276,11.713358,12.5933895
Cc1nc2c(c(Nc3ncc(C)s3)n1)CCN(C(=O)CCc1ccccc1)C2,6.989415,11.405089,12.402033
O=C(NCCNC(=O)N1C[C@H]2CC=CC[C@@H]2C1)c1cccnc1,6.223504,11.705703,12.303496
Cc1cccn2c(=O)c(C(=O)NC[C@H]3CCO[C@@H]3C(C)C)cnc12,6.666347,11.438021,12.849208
C[C@@H](NC(=O)COC(=O)/C=C/c1ccc(Cl)cc1)c1ccccc1,6.054869,11.00763,12.327197
CCC[NH2+][C@@H]1COC[C@H]1C(=O)NCc1cscc1C,5.1561437,12.267342,12.767094
CC(=O)c1ccc(S(=O)(=O)N2CCCC[C@H]2C)cc1,6.0985036,11.409728,10.932735
CCn1cc(S(=O)(=O)N2CCCCC[C@@H]2c2cc(-c3ccc(F)cc3)no2)cn1,7.115485,11.102445,11.410096
CCn1cc(C(=O)N[C@H]2CC(=O)N(C)C2)c(C(C)C)n1,5.5784473,12.045816,12.355116
COc1ccc([C@@H](C)NC(=O)Cc2cccc3ccccc23)cc1,6.3112736,10.960403,12.754227
CCn1c(CC2CC[NH2+]CC2)nn(CCO)c1=O,5.0921836,12.416572,12.2972145
C=CCn1c(S[C@H](C)C(=O)N2CCC(C)CC2)nnc1-c1ccc(Cl)cc1,7.0272818,11.556856,12.717178
CCO[C@H]1C(=O)O[C@H]([C@@H](O)CO)C1=O,4.665238,11.904404,12.139666
COc1ccc([C@@H](NC(=O)Nc2cc(C)ccc2Cl)C2CCOCC2)cc1,6.8948493,11.698338,12.314446
C[C@H](Cc1cccs1)N(C)C[C@@H]1CCCC[C@@H]1[NH3+],4.9692144,12.626311,12.749519
CCOc1ncnc(S(=O)(=O)CC)c1N,5.7798715,11.387335,11.107115
CC[C@@H](NC(=O)N(C)Cc1ccc(-c2ccccc2)cc1)c1ccncc1,7.015295,11.543788,12.321218
O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)[C@H]1CCCN1S(=O)(=O)c1ccc(F)cc1,7.449944,11.079978,11.571686
CCc1nnc(-c2cc3ccccc3n2CC(=O)NC(C)(C)C)o1,6.3981495,11.389326,12.723689
CCCCOc1ccccc1C[C@@H]([NH3+])C(=O)[O-],4.8621955,12.082354,12.232234
C[C@H]1C(=O)N(c2ccc3c(c2)CCC3)CCN1C(=O)c1ccc(Cl)c(Cl)c1,6.8116884,11.258774,12.390463
N#CC1(NC(=O)COc2cccc(Cl)c2)CCCC1,5.071568,11.546054,12.343314
Cc1cc(Cl)ccc1OCC(=O)N/N=C/c1ccccn1,5.3035507,11.13352,12.409309
O=C1NC(=S)NC(=O)C1=CNc1ccc([N+](=O)[O-])cc1O,5.6335654,10.824204,12.034506
Cc1c(C(=O)N2CCOCC2)oc2c1-c1nn(CC(=O)NCc3ccco3)cc1CC2,7.677399,11.347514,12.230363
COc1ccc([C@H]2C[C@@H](C(F)(F)F)n3nc(C(=O)NC4CCCCC4)cc3N2)cc1OC,6.1255817,10.350927,11.2726345
O=[N+]([O-])c1c(Nc2ccc(F)c(F)c2)ncnc1Oc1cccc2cccnc12,6.45569,10.601697,12.108573
CC(C)(C)n1ncc2c1CCC[C@H]2NC(=O)CSc1nc2ccccc2o1,6.882054,11.488569,12.89505
Cc1ccc([C@@H](C)NC(=O)N[C@@H](CCO)c2cccs2)cc1,5.7176456,11.545111,12.639201
Cc1ccccc1N1C(=O)C[C@H]([NH+](C2CCCCC2)C2CCCCC2)C1=O,7.1395674,12.214782,12.499499
CS(=O)(=O)[C@H]1O[C@H]1c1ccc(Cl)cc1Cl,4.9959297,11.410871,11.858945
CCOC(=O)[C@H]1C=C(C#N)O[C@@H](c2ccc(C)cc2)C1,5.481048,11.56877,12.434197
O=C1c2ccccc2N[C@H](CSC2=NC=NC3=NC=N[C@@H]32)N1c1ccc(Cl)cc1,7.2357607,11.01878,12.407707
CCc1nc2ccccc2c(C(=O)NCc2ccc(OC)c(C(=O)OC)c2)c1C,7.340604,11.098604,12.342058
Cc1nnccc1C(=O)N[C@H](C)c1ccc(Cl)s1,5.0205293,11.2239685,12.483516
CCOc1cccc(NC(=O)CCc2ccc(N)cc2)c1,5.2625055,11.666185,12.633859
CC(C)N(C)C(=O)[C@H]1CSCN1C(=O)/C=C/SCc1ccco1,6.1187296,12.005483,12.47322
CCC1(CC)[C@@H](NC(=O)Nc2ccc(C(=O)NC)cc2)[C@H](C)[C@@H]1OC,6.828436,12.174624,12.236521
Cc1ccc2ncc(C(=O)Nc3ncccc3OCc3ccncc3)n2c1,6.674637,10.77102,12.559681
O=C(Cn1nnn(-c2cccs2)c1=O)OC1CCCCC1,5.8866234,11.504478,12.539746
CCc1c(C(=O)Nc2ccc3c(c2)NC(=O)CS3)[nH]c(C)c1C(C)=O,6.4724193,11.152906,12.600038
COc1ccc(C(=O)/C=C(\C)Nc2ccc(F)cc2F)cc1,5.560701,11.019198,12.002189
O=C(C=C1CCSCC1)N[C@@H]1CCC[C@H]1Cc1ccccc1,5.783452,12.293812,12.61608
C[C@@H](Sc1nc(/C=C/c2cccs2)n[nH]1)C(=O)N1CCOCC1,6.0281925,11.579045,12.477381
Cc1cccc(C(=O)N[C@@H](C(=O)N2CCC[C@@H](C)C2)C(C)C)c1,5.899011,12.476985,12.40341
Cc1cnc(C(=O)Nc2ccc(N(C)C3CC[NH+](C)CC3)cc2)cn1,6.7020345,12.026504,12.4726305
COc1ccc(F)cc1C(=O)Nc1nccs1,5.039603,11.123418,12.0668
CC[C@@H](C)[C@@H]([NH3+])c1ccc(Cl)s1,4.612824,12.145833,12.706784
CCOC[C@H]1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1,6.5903172,11.768613,12.8436365
Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N1CC[C@H]([NH+]2CCCC2)C1,6.5332227,11.712582,12.219685
O=C(NCc1cccs1)C1(c2cccc(Cl)c2)CCC1,5.438122,11.436484,12.762743
COc1ccc([C@@H]([NH2+]Cc2ccc(Cl)nc2)c2ccc(F)cc2)cc1,6.4180946,11.056602,12.203061
CCc1ncc(CN(C)C(=O)Nc2c(C)ccc([N+](=O)[O-])c2C)s1,6.4259357,11.35857,12.337572
c1ccc2nc(NCCCc3nc4ccccc4[nH]3)cnc2c1,6.2851934,11.101234,13.057238
O=C(Nc1ccccc1F)c1cc2ccccc2c2cccnc12,6.52328,10.747572,12.79425
Cc1ccccc1N1C(=O)/C(=C/c2cccn2-c2cccc([N+](=O)[O-])c2)C([O-])=NC1=S,7.17471,10.70559,12.01589
C#CCN(C[C@H]1CCCO1)C(=O)N[C@@H](C)c1cccc([N+](=O)[O-])c1,5.943204,11.550106,12.058682
CCOC(=O)c1sc(/C=C/c2nc3c(s2)CCC3)nc1C,5.4212174,11.142884,12.602623
CCC[NH2+][C@]1(C(=O)OCC)CC[C@H](n2cc(Cl)c(C)n2)C1,5.844688,12.222745,12.754083
Cc1cc(NC(=O)CSc2nnc3c4ccccc4n(C)c3n2)ccc1Br,6.5352516,10.552289,12.753156
CC#CCC(=O)C1([NH+](CC)CC)CCCC1,5.0526805,12.48452,12.517238
Cc1ccc(-c2cc(NC(=O)C(C)C)c(=O)n(CC(=O)Nc3cccc(C)c3)n2)cc1,7.4909053,11.265686,12.040037
CCn1cc(/C=C/C(=O)c2ccc3ccccc3c2)cn1,5.9194107,11.117548,12.935142
COCCn1nnnc1[C@@H](C(C)C)N1CCSCC1,5.5627446,12.305483,12.633321
C/C=C/C[C@]1(C(=O)[O-])CCN(C(=O)OC(C)(C)C)C1,5.6252675,12.482287,11.965972
Cc1cc(N(C)C)ccc1NC(=O)c1c[nH]c2nccc(Cl)c12,6.1484766,10.927883,12.755314
CCOC(=O)c1cccc(NC(=O)c2cn[nH]c2C)c1,5.300295,11.352561,12.272366
CCOC(=O)[C@H]1CCCN(C(=O)c2cc(C(C)C)n(C)n2)C1,6.0277047,12.102558,12.5506935
CCCCNC(=O)CCc1c(C)nc2c3ccccc3nn2c1C,6.3348284,11.259511,13.010431
C[C@@H]1CCO[C@@H]1C(=O)N1CC[C@H](C(N)=O)c2ccccc21,5.6645145,11.785154,12.744728
CCC[NH2+][C@H](Cc1nn(C)c2ccccc12)c1ncc[nH]1,6.021235,11.436227,12.99139
CC(C)c1noc(-c2cc[nH+]c(N3CCN(C(=O)[C@H]4C[C@H]4C)CC3)c2)n1,6.7244735,11.963625,13.03283
Cc1ccc([C@]2([NH3+])CC[C@@H]2C)cc1,4.5903287,12.330274,12.685596
CSc1ccccc1NC(=O)N[C@@H](CO)c1ccc(Cl)cc1,5.6361666,11.163634,12.523428
O=C(COC(=O)C1(c2ccccc2F)CCCC1)N1CCOCC1,6.405916,11.60039,12.22115
CC1(C)C(=O)NCC[NH+]1Cc1ccc(OCC(F)F)cc1,5.6500254,11.460863,11.892489
C[C@@H]([C@@H](O)c1ccc2ncnn2c1)[N+](=O)[O-],4.720975,11.4582615,12.146328
C[C@H](Oc1ccc(Cl)c(Cl)c1)C(=O)NC[C@H]1CCC[C@@H]1O,5.4391475,11.243026,12.443774
ClC(Cl)(Cl)c1nonc1C(Cl)(Cl)Cl,5.0936866,10.875884,12.055192
C[C@@H](Nc1ccc(COC(C)(C)C)cc1)c1ccc(C#N)cc1,5.8604116,12.415852,12.222447
NC(=O)c1ccc(NC(=O)c2cccn(Cc3ccc(F)cc3)c2=O)cc1,6.5176044,10.88408,12.13536
COc1cc(OC)cc([C@H]2CC[NH+](CCC(F)(F)F)C2)c1,5.8550806,10.628265,11.46102
CCn1ccnc(N2CCCC[C@@H](N3CC[NH+](C)CC3)C2)c1=O,6.7414584,12.384004,12.519873
C[C@@H]1CCC[C@](O)(c2ccc(Cl)s2)CC1,4.8219504,12.130567,12.776582
CCNc1ccc2c(OC)ccc(F)c2n1,4.7880273,11.665721,12.298795
Fc1ccc([C@@H]2C[C@@H](c3ccc(Br)cc3)Nc3ncnn32)cc1Br,5.9156246,10.4801035,12.685197
COc1ccc(O)c(CNC2CC[NH+](Cc3ccccc3Cl)CC2)c1,6.840843,12.046315,12.5220175
C[C@@H]1[C@H](C(=O)[O-])CCN1S(=O)(=O)c1ccc(F)c(Cl)c1,5.9560723,11.037154,11.102686
COc1cccc(C2=C[C@H](C(=O)N3CCCCC3)N=N2)c1,5.8658204,11.873485,12.74698
C[C@@H](Nc1ccc2c(c1)CCC2)C(=O)N1CCCC1,5.4803677,12.226081,12.850315
Cc1ccc(C)c2nc3sc(C(=O)Nc4ccc5c(c4)OCO5)c(N)c3cc12,6.9374657,10.711719,12.728303
O=C(Cc1ccc(Cl)cc1)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1c1cc(Cl)ccc1Cl,6.965304,10.9796505,11.570133
Cc1cccc(C)c1NC(=O)C[NH+]1CCC(OCc2ccc(F)cc2)CC1,7.103018,11.892895,12.3639
C[C@H]1CCC[C@@H](C)N1C(=O)[C@@H]1COCCO1,4.8160563,12.591753,12.347361
Cc1cccc(NC(=O)CN2C(=O)/C(=C3\SC(=S)N(Cc4ccco4)C3=O)c3ccccc32)c1,7.617166,10.934052,11.951559
CCCNC(=O)[C@H]1CS[C@H](c2ccccc2O)N1C(C)=O,5.9363866,11.576655,12.836722
COc1ccc(NC(=O)CCc2ccc3c(c2)OCCO3)cc1OC,6.324782,11.113457,12.3373995
Cc1ccccc1C(=O)Nc1ccc(N2CC[NH+](Cc3ccccc3)CC2)cc1,7.432417,11.805701,12.340329
COc1ccccc1CC(=O)N[C@@H]1CS(=O)(=O)C[C@H]1Cl,5.929566,11.530002,11.06067
c1cc(-c2nc3c4cn[nH]c4ncn3n2)ccc1COc1ccc2c(c1)CCC2,6.9524646,10.6816845,12.952732
Cn1cc(C(N)=O)c(NC(=O)c2ccc3sccc3c2)n1,5.5430326,10.828275,12.516341
CC(=O)Nc1ccc(O[C@H](C)c2nc(C(C)(C)C)no2)cc1,5.8938627,12.307947,11.983459
CC(C)CNC(=O)NC(=O)[C@@H](C)Nc1ccc(OC(C)C)cc1,6.044176,12.388888,12.1456995
C=C[C@](C)(O)CC[C@H]1C(C)=CC(=O)[C@H]2C(C)(C)CCC[C@@]21C,5.754205,12.852359,12.506529
Cc1cc(Br)ccc1SCC(=O)N1CCC(C(=O)c2ccc3c(c2)OCCO3)CC1,7.4478617,11.428339,12.227078
C[C@H](CN(C)C(=O)c1ccc(F)c(F)c1F)C(=O)[O-],5.4014344,10.871619,11.727255
CN(C(=O)CSCC(F)(F)F)c1cccc([N+](=O)[O-])c1,5.7260284,10.508838,11.300499
CC(C)(C)OC(=O)N1CC[C@H]2CC(=O)[C@H]2C1,5.4634714,12.501841,12.024054
C[C@@H]1C[C@@H]1C(=O)Nc1ccc(F)cc1C(=O)NC1CCC(O)CC1,6.281213,11.849521,12.718381
COc1ccccc1CNC(=O)COc1ncnc2oc(C)c(C)c12,6.4619074,11.012492,12.548121
Fc1ccc(F)c(C[NH+]2CCC(n3cc(-c4cccnc4)nn3)CC2)c1F,6.645032,11.116012,12.185826
O=C(C[NH+]1CCC(C(=O)c2ccc(Cl)cc2)CC1)NC[C@H]1COCCO1,6.908799,11.973986,12.361309
CCc1nc2n(n1)CCC[C@H]2NC(=O)c1ccc(-n2cc(C)cn2)cc1,6.6403823,11.449847,12.6585865
O=C([C@H]1CCCN1S(=O)(=O)N1CCCCC1)N1CCSCC1,6.50571,11.609774,10.816577
O=C(CN1CCN(Cc2ccc(F)c(F)c2)CC1)c1cccs1,5.9935045,11.600292,12.247205
COC(=O)[C@]1(NC2CC2)CC[C@H](Sc2ncc(C)cn2)C1,6.0185776,12.107029,12.936663
COc1ccc(OC)c(S(=O)(=O)n2cc3c(=O)n(C)c(=O)n(C)c3n2)c1,6.505527,10.953308,11.281031
Cc1nnsc1C(=O)Nc1nnc(-c2ccc(Br)cc2)o1,5.514891,10.667018,12.515156
CCN(Cc1ccc(OC)c(OC)c1)C(=O)C[NH+]1CC[C@@H](C)[C@H](O)C1,6.9081078,12.199667,12.503929
CCn1c(=O)c(=O)[nH]c2cc(C(=O)NN3C(=O)N[C@](C)(c4ccccc4)C3=O)ccc21,7.3898997,11.176144,12.122276
CCNc1ncc(COc2cccc3ccccc23)s1,5.6813207,11.179284,12.981252
Cc1noc(C)c1CCCNC(=O)c1c(C)nn(Cc2ccccc2)c1C,6.8879137,11.400769,12.575271
Cc1ccc(NC(=O)C[C@H]2SC([N-]c3ccc(N(C)C)cc3)=NC2=O)c(C)c1,7.096202,11.326249,12.220675
CO[C@H]1CCCC[C@H]1NC(=O)NC[C@H](c1cccc(F)c1)[NH+](C)C,6.23985,12.304446,12.252812
Cc1nn(C)c(C)c1CN[C@H]1CCC[NH2+]C1,4.891553,12.474406,12.744123
Cc1cc(=O)[nH]c(SCC(=O)N2C[C@]3(C)C[C@H]2CC(C)(C)C3)n1,6.197872,12.468156,12.049404
Cc1nnc(SCC(=O)c2cc(C)n(CC(F)(F)F)c2C)s1,5.918361,10.429121,11.554107
CC(C)CN(CCC#N)C(=O)NC[C@@H]1CC[C@H](C(=O)[O-])O1,5.3225346,12.51131,12.178451
Cc1cc(CN2CCN3C(=O)NC[C@@H]3C2)cc(C)c1OC(F)F,6.0452867,10.8437395,11.657659
CCCCCN1C(=O)/C(=C/c2ccc(O)c(OCC)c2)SC1=S,6.2728825,11.617396,12.832666
N#CCCN(Cc1ccccc1)C(=S)NC(=O)c1cccc(Cl)c1,5.844846,10.837328,12.532221
CNC(=O)CN1c2ccccc2C(=O)N(C)[C@H]1c1ccccc1O,6.6207705,11.015505,12.430035
CC(=O)N[C@H](C)C(=O)Nc1ccc(Sc2nncs2)c(Cl)c1,5.499016,10.815796,12.365043
COC(=O)CCCc1nnc(NC(=O)N2CCC[C@@H]3CCC[C@@H]32)s1,6.417065,11.957824,12.16795
COc1cc(C)c([C@@H](C)NC(=O)CSC2CCCC2)cc1OC,6.324962,12.254759,12.5643215
Cn1cccc1Cc1nnc(SCC(=O)Nc2ccc3c(c2)OCCO3)n1C,7.027739,11.057965,12.201516
CC[NH+]1CCN(C2(CNC(=O)c3ccccc3Br)CCCCC2)CC1,6.7060213,12.292639,12.703393
CCCCn1nc(C)c(C[NH2+]C[C@@H](C)O)c1Cl,4.9938407,12.297143,12.59071
C/C=C/C=C/C(=O)N1C[C@@H](C(=O)OC)[C@@H](C)C1,5.0179157,12.292126,12.211653
Cc1ccc(C)c(NC(=S)NCCc2cccs2)c1,5.0447946,11.762739,12.76645
CNc1ncc(F)c(-c2cccc(Cl)c2)n1,4.824341,11.324226,12.190166
Cc1ccc(-c2nnc(SCC(=O)Nc3ccc(CC#N)cc3)n2N)cc1,6.8179183,10.81542,12.37638
CCN[C@H](c1cccnc1)C1([NH+]2CCCCC2)CCCC1,5.5549617,12.785541,12.626616
Cn1ncc2c(NCc3ccco3)nc(CCc3ccccc3)nc21,6.588768,11.109907,12.885398
Cc1nnc(CCC[NH+]2CCC(CC[NH+]3CCCC[C@@H]3C)CC2)o1,6.6672273,12.57706,12.514031
COc1ccc(N2/C(=N/C(=O)CCCC(=O)[O-])S[C@@H]3CS(=O)(=O)C[C@H]32)cc1Cl,7.0123596,10.991539,11.630813
CC(=O)C1=C([O-])C(=O)N(CCC2=c3ccccc3=[NH+][C@H]2C)[C@H]1c1ccccc1F,7.475041,11.058451,12.253978
Cc1ccc([C@H]2C[C@@H]2NC(=O)N2CCC(C(N)=O)CC2)cc1C,6.385115,12.027136,12.913352
Cc1nc2n(n1)CCC[C@@H]2N[C@@H]1CCc2c(Cl)cc(Cl)cc21,6.144526,11.122864,12.98633
CC(C)Oc1ccc(-c2nc(C(=O)O[C@@H](C)[C@@H]3CCOC3)cs2)cc1,6.405104,11.714451,12.728377
CN(C[C@@H]1CCCN(C(=O)NCCc2ccc(F)cc2)C1)C(=O)OC(C)(C)C,6.7704253,12.426816,12.083709
Cc1nc(-c2ccc(Cl)s2)sc1C(=O)N[C@H]1C[C@H]1C,5.2697935,11.119088,12.633037
CC1=C(C(=O)OC(C)C)[C@H](C)N=C1C(=O)Nc1ncc(C)s1,5.6323442,11.920623,12.182266
O=C(NCCCn1ncccc1=O)[C@@H]1CC(=O)N(c2ccccc2)C1,6.489553,11.306979,12.198491
Cn1ncnc1CCNC(=O)[C@H]1C[C@@H]1c1cc(Cl)cc(Cl)c1,6.3005753,11.577073,13.027771
CCOc1ccc(S(=O)(=O)N2CCC(c3nnc(C4CC4)o3)CC2)cc1,6.855746,11.319741,11.04703
COc1ccc(C(=O)OCc2nc3ccccc3s2)cn1,5.5445585,10.946781,12.604464
N#C/C(C(=O)NC1CCCC1)=C(/[O-])Cc1cnn(-c2ccccc2)c1,6.26897,11.518366,12.511152
CC[C@]1(c2ccccc2)NC(=O)N(CCOc2ccc(Cl)cc2Cl)C1=O,6.525502,11.135474,12.390781
COc1ccc(OC)c(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(C)on2)C3=O)c1,7.3210235,10.797684,12.035831
Cn1ncc2c1CC/C(=C\c1ccc(-n3cncn3)c(F)c1)C2=O,6.139252,10.883399,12.380072
O=C(Cc1ccc([N+](=O)[O-])cc1)NCC1(O)CCOCC1,5.6945477,11.565732,12.140545
C[C@H]1N=C(CCNC(=O)CCC2=c3ccccc3=[NH+]C2)CS1,5.964406,11.680201,12.712879
CC[C@@H](C)NS(=O)(=O)c1cc(N2C(=O)[C@@H](C)CS2(=O)=O)ccc1OC,6.647638,11.216726,10.987862
CC[S@](=O)[C@H]1CCCC[C@@H]1NC(=O)NC[C@H](O)c1ccco1,5.9545207,12.202756,12.345336
Cc1ccccc1OCC(=O)O[C@@H](C)c1nccs1,5.1777554,11.299258,12.504403
Cc1cc(Br)ccc1NC(=O)[C@@H](C)[NH+](C)Cc1cccs1,5.1095915,11.15724,12.658467
CC(C)OCCN1CCN(C(=O)Nc2ccccc2C(F)(F)F)CC1,5.9093885,10.448334,11.328427
Cc1ccc(C[C@H](O)c2c(F)cc(Br)cc2F)cc1,5.276118,11.060028,12.170824
Cc1nc(CNC(=O)C(=O)Nc2cc(Cl)ccc2Cl)no1,5.400468,10.913539,12.299498
O=C(COc1ccc(Br)cc1)N[C@H]1CCS(=O)(=O)C1,5.2583995,11.179855,11.78259
CC(C)c1ccc2oc(-c3ccc(C[NH3+])cc3)nc2c1,5.481028,11.599398,12.932681
CN(CC1CCCC1)C(=O)C(=O)Nc1cccc(SC(F)F)c1,5.8271704,11.402169,12.007791
COCCOC[C@H]1CC[NH+](C2C[C@@H](C)O[C@H](C)C2)C1,5.166413,12.807018,12.614213
N#Cc1cccc(NC(=O)N2CCC(NC(=O)CC3CCCC3)CC2)c1,6.7244167,12.009186,12.301778
N#CCC[NH2+]C1(C(=O)[O-])CC1,4.592923,12.340504,12.290342
CC[C@@H](Oc1ccccc1OC)C(=O)NCc1ccccn1,5.7698603,11.238217,12.289185
CC(C)Cn1cc[nH+]c1CN[C@@H](c1ccccc1)C(C)C,5.5083995,12.614142,12.619408
O=C(CBr)c1cnc2ccc(Cl)cn12,4.7567377,11.157174,12.389974
CC[NH+]1CCC[C@@]2(CC1)C[NH+]=C(N)N2c1ccc(C)cc1,5.6819015,12.685644,12.661061
CN(C)c1ccc(/C=C(/C#N)C(=O)c2cccc(C#N)c2)cc1,5.5825243,11.441579,12.476293
CCCC[C@@H](NC(N)=O)C(=O)Nc1cc(OC)ccc1F,5.451124,11.448407,12.00301
Cc1ccc(F)cc1NC(=O)C(=O)NCCCn1cc[nH+]c1,5.6762476,11.293928,12.012938
Nc1cc(=O)[nH]c(SCC(=O)Nc2nc(-c3ccc(Br)cc3)cs2)n1,5.885021,10.5914345,12.442353
CCc1noc(CN(CC)C(=O)C(C)(C)NC(=O)c2cccs2)n1,6.2926908,11.777185,12.445058
CC(C)C[C@](C)(O)CNC(=O)CC[C@H](C)O,5.06594,12.647652,12.222407
C=C[C@@H](C)NC(=O)c1c(C)cc(C)c([N+](=O)[O-])c1C,4.977157,11.732514,12.281004
CCCn1c(S[C@H](C(N)=O)c2ccccc2)nc2sc(CC)cc2c1=O,6.8097253,11.292117,12.9337015
CC1=C(C(=O)C2=C([O-])C(=O)N(CC[NH+](C)C)[C@H]2c2cccc(Cl)c2)[C@H](C)N=N1,7.532327,11.184296,12.351021
CCOc1ccc([C@@H]2Nc3ccc(C(=O)N(C)C)cc3[C@H]3C=CC[C@H]32)cc1,7.300579,11.301697,12.708537
Cc1cnc2nc(C[C@H](O)C(F)(F)F)[nH]c2c1,5.452928,10.373756,11.300147
CCN(CC(C)(C)O)C(=O)COCc1ccccc1Cl,5.4430566,12.297127,12.159491
O=C(Nc1cccc2ccccc12)NC1CC[NH+](CC(F)F)CC1,6.338055,11.493074,12.102854
Cc1cc(C)c(C(=O)Cn2nc(N)n(Nc3cccs3)c2=S)c(C)c1,6.542487,11.044476,12.668963
O=C(N[C@H]1C=C[C@H](C(=O)[O-])C1)c1cc(F)c(Cl)cc1Cl,5.2996016,10.8942175,12.060061
